deep_sfhdelayed.tau_main,deep_sfhdelayed.age_main,deep_sfhdelayed.tau_burst,deep_sfhdelayed.f_burst,deep_sfhdelayed.age_burst,E_BV_lines,deep_sfhdelayed.sfr_A,deep_sfhdelayed.normalise,E_BV_factor,uv_bump_wavelength,uv_bump_width,uv_bump_amplitude,powerlaw_slope,Ext_law_emission_lines,Rv,deep_bc03_pca_norm.imf,deep_bc03_pca_norm.metallicity,qpah,umin,alpha,gamma,deep_bc03_pca_norm.separation_age,logU,f_esc,f_dust,lines_width,emission,redshift,filters
2968.246523928833,4937.323253307692,5640.679083937474,0.19966043962999075,64.1966857297156,0.7376231937838287,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1916.8234909958999,5136.728299325292,9987.295314765859,0.19363216112665013,73.49066363023965,0.7410997235140269,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2982.319841843887,2936.4161927697387,6970.904436503473,0.08059864440078285,22.50871152945417,0.7407729230024525,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2350.4144634685204,2141.9430713462634,1654.0002149225984,0.18140594709387492,51.24084086234948,0.8316307677255788,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2083.0283747432145,7568.04914361832,8305.054583910876,0.15285003259604907,46.95320679902783,0.733097356521897,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1726.2425668520125,1002.8448000124681,9207.142700791603,0.1680007399174558,83.8492221519708,0.7543682168877597,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2905.360030858286,5635.103094204755,7344.3500820044665,0.19306422641740795,94.4306984536592,0.7251816773146786,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1779.8779231047663,1806.002259759116,9580.524675279506,0.19283943347514126,98.2171294654546,0.7652414614051155,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1784.3405991651916,1000.0979875495668,6918.178169484216,0.19996764314754964,21.442630770881046,0.8237626230425212,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1975.8081388377288,6767.017864831465,9903.066836696153,0.19893486888829537,14.708426109166089,0.8185065236697453,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1500.140592183809,1034.008132078401,9552.343993109409,0.12375782907381969,98.42610694876586,0.9055299856241672,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1509.8659221864866,5271.461175784308,9989.30752555944,0.19777225374108487,33.329928429430815,0.8084706865643281,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1598.0226888765217,1404.3388346690135,9875.092957253573,0.19677526101949194,20.95528207230412,0.7218756214983126,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,25.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1853.9597239993561,5720.237388898509,1286.3589681272078,0.1704149861839018,99.8730476446268,0.726376027308989,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1984.694180528983,2360.27359759067,8660.62738084897,0.19562070256987565,61.330431304867645,0.9064188381921645,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1504.2813631724632,2963.426378465593,8349.251832711532,0.1999233481627125,10.268842232271977,0.7771743983006947,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1504.557734911965,8129.698557077382,9871.154622676151,0.19904709338485235,89.04474909144594,0.8390231670144543,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2998.5983961441193,2447.262380482518,4097.4451483882085,0.19992138157949688,51.115359827987874,0.7483350162670004,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1864.7105090571963,5147.026526315632,9846.288273023292,0.18852479909527967,84.89556873116872,0.7419461664659153,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2260.859116372385,8855.447914464436,2406.6316038247105,0.19970970804764554,97.38163167424463,0.8067780981088533,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2138.3842525570612,9083.954806022879,7690.259152153474,0.19841806154272942,72.39155920644347,0.8086933938397425,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2867.477668477212,1086.0404207044703,9490.885393042938,0.1999977957844315,42.97650248441255,0.7596805101219608,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2815.067111038735,1001.0297287377289,9978.832433977163,0.19546471622747258,87.94049345821959,0.8273235930370348,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2127.241792869412,5371.165087510949,7945.391653635418,0.19916925511853195,41.80105137371656,0.815956880160212,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1556.1731991150568,9949.36113542588,7249.270971654743,0.19217801447534824,11.852352005211051,0.8018658808591674,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1977.2075993124365,9626.725736617838,2826.8323359702317,0.15295050816736291,99.67200334609448,0.7434608956568511,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2933.2462229972234,4389.746725260749,5305.255414683588,0.1988216771543805,99.99586297143628,0.7734742045479814,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2998.6429165403733,6080.65022725432,9233.673540419266,0.19994262823754824,87.88760985041816,0.8595913555634207,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2729.3823706443372,3580.923125141034,9589.140853553032,0.1000236097578486,92.04305017413186,0.7527687456252594,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2192.8095892862048,2972.6125900357256,3488.2793479136735,0.19994267438056335,18.677122341683027,0.8055929073958996,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1687.7866798338416,8084.635256914276,8864.285080741698,0.1998541414872359,58.64795303622724,0.8492255181425039,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2158.8186745998955,6632.883570645401,9256.903824105539,0.19984911885997886,77.26429850383633,0.7908145563996929,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1798.3161031250904,1984.3138457512377,9005.790933324794,0.19446178666426223,16.4053810827615,0.7785929444063773,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2804.2636125240074,5555.79947512771,6734.738680366932,0.16908379733641807,23.93754914383981,0.6485058826643411,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2973.530444927072,6252.312420709039,9487.626027964858,0.1998933243101213,68.48237527760804,0.7477177347985333,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2088.7165763639046,2790.3541334963793,9192.949151134646,0.19990427657317678,10.019217250118105,0.8040155617899636,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1923.7709548468686,2111.8851180401416,9860.243006089555,0.19076574768639193,99.9829462333757,0.871556213470988,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1613.3361171754934,4326.095960904757,8357.07026813334,0.16307540167927598,99.99756169137522,0.7241913038778962,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2769.1158411522943,1222.7759134790485,8948.793453592109,0.17178211570286178,10.80171708217288,0.7806750993251981,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2833.1160964622018,9903.964255550583,9029.149087313739,0.17892759295998487,10.632925182356196,0.74847552232912,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2902.8300686279767,7992.06949877479,9898.871207322945,0.19999999756153014,46.64046621116978,0.8575539162372969,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1944.1750891778554,3229.403637566369,9987.011382261006,0.1999884808435107,99.99994958791669,0.8067824356077282,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2911.824302049759,9814.487024989852,9272.619608538473,0.19999997988578594,19.698271453103924,0.8503944942536239,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2504.3083117419214,1119.70784389236,9027.635901526357,0.199775489943781,10.140953049372053,0.7264016137620817,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2328.4194951160275,3608.075312291973,7269.808724910043,0.19993944414038073,12.146791116760056,0.6950932059506347,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2212.318877820946,1001.0124222597296,9954.230560257662,0.19985369857085236,10.001985226022557,0.771639927096055,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1507.4149676052627,1563.7829868566587,9051.33459072894,0.1986306687689849,64.63135482317129,0.9289317325898836,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1874.0239555309277,5459.916856970778,9903.323074653923,0.18221549347877805,95.50648400551856,0.8473694652543271,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1749.834780839421,5555.778300534787,1064.796365543285,0.18860038019978134,82.14735599008596,0.8586316240770104,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2995.1162878274995,9855.831081589886,388.71167289013283,0.09015851830537552,10.597625730630435,0.8037705118000298,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2999.5297772601484,1863.4050637387245,9998.477496686231,0.17679234142776284,98.31562302712662,0.8024027944452521,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1532.0058152953031,1294.2297132106542,8673.798632516144,0.19987040979200185,10.88547022897392,0.8221370043916314,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2733.6822488661605,7715.407540054407,2515.3050929360606,0.19998745761014086,12.621403392917735,0.726325897253957,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2193.0647362894706,7596.94738951408,9948.76298765776,0.199840317465521,63.851621001477724,0.7567038691400048,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1623.6905195328493,5615.6197949144635,9905.200162692405,0.19957946189918147,16.7127848936949,0.7922676673786986,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2461.5540504484497,8939.981178723516,9963.488407403256,0.19992349787342625,37.726667933613186,0.8066717995149306,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2095.113474479222,1288.076791467889,8500.10965375628,0.19395776690143499,98.70365850381852,0.6874862230924716,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2978.755220629403,6804.166546940389,601.7980639574835,0.19999985670712064,36.95453016075835,0.7663038123314376,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2933.602068195876,1016.1285764514178,9260.307180536112,0.19523546605852604,99.98363645722235,0.7995319675644772,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,25.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1933.8310485595637,1003.0237872828202,6552.623517948503,0.1976363675657607,98.5189277953832,0.9171253211786969,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2126.474746210897,1353.2120332037975,9998.177771813163,0.18617046581518226,83.75555618737788,0.8338465095061824,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1951.8573603634713,1051.6266863773672,8408.052657083972,0.1790284731168355,12.5480421753167,0.7669143274462202,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2841.3089681571896,9993.92801223221,2740.2911657379354,0.1995737253145521,99.99926075706723,0.6890739920864535,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2585.691916415485,6737.2636607785735,8297.95664222661,0.16067936991830054,45.397753549874054,0.8195958695619867,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2978.6576729086355,1092.1114631239561,3241.5868156592305,0.19999981801142616,32.939634312443374,0.7958015433147978,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2248.7811575574488,7412.554794530793,8632.815786669958,0.19920128784493263,10.212254429394513,0.8359783495303728,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2694.3261283719066,2217.533342493115,9245.174748188612,0.1850471129674885,11.39091697228397,0.897724676717711,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2187.8252161337487,1006.6398965538192,3360.06414496428,0.19999955185346877,87.12999619364427,0.7968496572285322,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2869.1620903792677,1002.9171612700193,9008.33560453193,0.16902008640401098,56.83481446324634,0.8248157371634819,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2363.192256571371,1000.0813770901659,1625.8603590806488,0.19955941825912893,10.81093521415032,0.7696203442381824,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1500.4598470049662,1000.5374839728356,9999.058301229681,0.19589657879469455,10.044108930255573,0.7522173559270853,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2945.8153837915183,9045.967113525661,9321.340931741212,0.021831134502828864,11.121036731066614,0.2404409300222743,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2956.1929329368536,6189.296974590947,3413.410405897548,5.126089405552148e-05,57.422132580671274,0.7475163207675741,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1843.0735612281767,7806.254966313132,2185.5124774916485,0.03663712888667994,58.88767105582426,0.05231372976177151,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1531.2558304096854,1019.4947773196072,3383.746568312122,0.002152974731047863,99.99961546719095,0.17921077977472089,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2910.654472125889,9358.376067803345,7909.831868192854,0.028216799385204022,46.29691031773399,0.1614389582316158,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,25.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2532.7909731275545,1000.0226719135462,8560.554195245622,0.0015946773660704683,99.66875939132483,0.0025353440713324904,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2999.8894707470886,9064.326031689125,103.72792872186983,0.00036814735383577935,10.045336427704108,0.10224069723860318,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,25.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1751.7630788714455,3902.858839926015,528.4321612188542,0.035495458826894005,45.81299056312841,0.13375970261333991,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2904.658279914909,4902.1147084603635,1319.782436748892,0.0035176094701237504,87.01553669194237,0.09753352109503588,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2745.042378906412,1720.7583734970776,857.0289287572305,0.00016009763408114663,26.924419666614778,0.12766651734198153,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2718.6505537931184,1703.7989214760055,100.01217593982255,8.800234399819473e-05,66.56853111332126,0.40876709762741203,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2024.485914118876,2411.1647472345676,701.1517511745315,0.0013179140389807942,95.83058104490087,0.40682888604158873,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2926.3070955386747,1325.100292854133,1227.2694784022624,2.9664002528240196e-06,64.448755685039,0.025127313343880964,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2894.716736417294,1024.4722975645564,4489.562156941437,7.982975667661374e-05,62.99719749571949,0.11271681880653217,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2871.027318899461,8547.045406779034,149.67552333271487,0.003674042098351038,38.98978746385887,0.21942320067831567,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2961.5193032129123,1239.8668969174305,2157.081955475898,0.055854411769905105,55.97962200605804,0.2836574746730218,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,5.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2914.5650701615814,1000.0479758437414,1847.7792113840533,0.006190037738657561,99.98899502976872,0.757731757293107,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,5.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1944.4163478627904,6501.991827670601,8437.644469153649,0.026065956559762432,48.23549969765966,0.9374399551338259,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.77,10.0,2,0.02,10,-2.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2945.2606391569357,1165.7832430263406,4734.739154706461,0.0022663899641856278,89.77560468343601,0.19939268009121003,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2871.748080621132,5325.511424181307,3790.1448332512764,0.0030432702627822827,45.19606186205512,0.024900222145953554,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,10.0,2,0.02,10,-3.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
1570.2253710071166,1403.3661415301704,123.55013513153608,0.00025575114843523483,51.42536705929258,0.1210152467668717,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,2.5,5.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2998.6626372292726,1031.3319677004965,4084.187544008734,0.0007189257727311382,38.90053028378258,0.21523702712570358,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,1.12,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
2525.3972212392855,9959.346291655165,328.53101213994523,0.0032760426739946724,80.00337352757633,0.0032501261404451753,1.0,True,0.44,217.5,35.0,0.0,0.0,1,3.1,1,0.02,0.47,10.0,2,0.02,10,-1.5,0.0,0.0,300.0,True,1.6365,B_B90 & V_B90 & FUV
